192.168.65.1 - - [11/Dec/2023:12:29:45 +0000] "POST /todopal/api/user HTTP/1.1" 201 120 "-" "PostmanRuntime/7.35.0"
192.168.65.1 - - [11/Dec/2023:12:29:50 +0000] "POST /todopal/api/login HTTP/1.1" 200 100 "-" "PostmanRuntime/7.35.0"
192.168.65.1 - - [11/Dec/2023:12:29:54 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "-" "PostmanRuntime/7.35.0"
192.168.65.1 - - [11/Dec/2023:12:29:58 +0000] "GET /todopal/api/todo HTTP/1.1" 200 29 "-" "PostmanRuntime/7.35.0"
192.168.65.1 - - [11/Dec/2023:12:30:01 +0000] "POST /todopal/api/todo HTTP/1.1" 201 240 "-" "PostmanRuntime/7.35.0"
192.168.65.1 - - [11/Dec/2023:12:30:04 +0000] "GET /todopal/api/todo HTTP/1.1" 200 313 "-" "PostmanRuntime/7.35.0"
192.168.65.1 - - [11/Dec/2023:12:44:42 +0000] "POST /todopal/api/login HTTP/1.1" 200 101 "-" "PostmanRuntime/7.35.0"
192.168.65.1 - - [11/Dec/2023:12:44:48 +0000] "OPTIONS /todopal/api/token HTTP/1.1" 200 5 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:44:48 +0000] "GET /todopal/api/token HTTP/1.1" 200 105 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:44:56 +0000] "POST /todopal/api/login HTTP/1.1" 200 100 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:44:56 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:44:56 +0000] "OPTIONS /todopal/api/todo HTTP/1.1" 200 5 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:44:56 +0000] "GET /todopal/api/todo HTTP/1.1" 200 313 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:45:58 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:45:58 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:45:58 +0000] "GET /todopal/api/todo HTTP/1.1" 200 313 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:01 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:01 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:01 +0000] "GET /todopal/api/todo HTTP/1.1" 200 313 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:05 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:05 +0000] "POST /todopal/api/todo HTTP/1.1" 201 214 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:05 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:05 +0000] "GET /todopal/api/todo HTTP/1.1" 200 566 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:07 +0000] "GET /todopal/api/token HTTP/1.1" 200 104 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
192.168.65.1 - - [11/Dec/2023:12:46:07 +0000] "OPTIONS /todopal/api/todo/2 HTTP/1.1" 200 5 "http://localhost:8001/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15"
